t,x,y,z,u,v,w,x_dot,y_dot,z_dot,u_dot,v_dot,w_dot
9.7455,-1.2966434059545369,-5.136919201896983,28.705801936530197,92.37973331155521,-13.719809827733494,232.2035637533177,53.97697535213075,19.7719024565423,-69.88900961408412,55.07965186205837,-15.41075760569095,329.79868985780786
3.825,7.39867005190018,16.126081843657065,22.64368593138447,-59.891789045356326,-23.17776160352308,-84.1869643122371,27.382328872212533,46.68128024790333,58.9276415179338,-305.2621435262157,48.3782455309712,-514.3012178894107
3.3775,12.898779000520891,5.266322606716642,38.269094729433874,-4.215091142300542,-31.906525347114076,79.27452253221458,-80.53965508034302,-105.81858070998399,-34.12306346549626,-197.32230756989776,15.798967820149926,-954.0529475400429
2.3345000000000002,-5.921625895787742,-18.039274685123512,15.784282744766747,103.57018464352234,-28.18640000639217,115.07524430018042,-17.606303249835378,-26.111232942694706,64.72988932118618,181.16682749698032,-54.117824055370534,484.0286353392514
6.8685,-11.472369845625026,-8.526573293237805,33.81744895470526,21.16564633438509,-0.3432050336015409,-17.15851892397133,50.623611858257306,75.60970429326281,7.639011208340534,267.1813107682375,-25.579719879713416,887.3533537461257
2.1345,-2.686323673572041,-12.40378152807702,9.12428688195716,86.9019180713691,-19.165905030306895,78.37574342106191,-10.272660473680702,-19.136588446168894,8.98883613257373,26.273743011926598,-37.211344584231064,9.16059686488984
8.7345,8.661986550639108,9.82065177605897,14.131172590565836,51.80700262800985,-6.49921818802005,95.27434640730837,63.393654882208466,116.81016290561485,47.38275565547096,-190.58432782734607,29.46195532817691,-220.64976853677877
9.3465,-5.232940393772041,-7.2698168806219305,15.592525989789541,-8.31510753447657,0.02673775196105148,-31.49799852786002,-28.683872402975467,-57.6844928040462,-3.5380706470394117,121.66991618658474,-21.80945064186579,185.32645493937946
6.0685,-5.264077644033858,5.335255774623239,25.373778925187214,-150.90066404732403,12.708983941100724,-433.6756034791016,-44.907329860753066,-31.868871363936506,-95.74945690819348,15.525063512705486,16.00576732386972,507.8359455902696
4.756,-7.431885914584048,0.36944150870446246,14.543287433345547,-100.26007727779437,-5.494181538580525,-224.04968560424572,-22.246803044909257,-94.88401255084932,-41.52823174330595,94.88718322689654,1.1083245261133874,782.3857341020571
